#GeneName	Tissuespecficity
SSUH2	Tissue enhanced
SSX1	Tissue enriched
SSX2	Tissue enriched
SSX2B	Group enriched
SSX2IP	Expressed in all
SSX3	Tissue enriched
SSX4	Tissue enriched
SSX4B	Tissue enriched
ST13	Expressed in all
ST18	Tissue enriched
ST3GAL1	Expressed in all
ST3GAL2	Expressed in all
ST3GAL3	Expressed in all
ST3GAL4	Expressed in all
ST3GAL5	Expressed in all
ST3GAL6	Expressed in all
ST5	Expressed in all
ST6GAL1	Expressed in all
ST6GAL2	Tissue enhanced
ST6GALNAC1	Tissue enhanced
ST6GALNAC2	Tissue enhanced
ST6GALNAC3	Tissue enhanced
ST6GALNAC4	Expressed in all
ST6GALNAC6	Expressed in all
ST7	Expressed in all
ST7-OT4	Tissue enriched
ST7L	Expressed in all
ST8SIA2	Tissue enhanced
ST8SIA3	Tissue enriched
ST8SIA5	Group enriched
ST8SIA6	Tissue enhanced
STAB1	Expressed in all
STAB2	Group enriched
STAC	Tissue enhanced
STAC2	Tissue enhanced
STAC3	Tissue enriched
STAG1	Expressed in all
STAG2	Expressed in all
STAG3	Tissue enhanced
STAM	Expressed in all
STAM2	Expressed in all
STAMBP	Expressed in all
STAP1	Tissue enhanced
STAR	Tissue enriched
STARD10	Expressed in all
STARD3	Expressed in all
STARD3NL	Expressed in all
STARD5	Expressed in all
STARD6	Tissue enriched
STARD7	Expressed in all
STAT1	Expressed in all
STAT2	Expressed in all
STAT3	Expressed in all
STAT5A	Expressed in all
STAT5B	Expressed in all
STAT6	Expressed in all
STATH	Tissue enriched
STAU1	Expressed in all
STAU2	Expressed in all
STC2	Tissue enhanced
STEAP1	Tissue enhanced
STEAP2	Tissue enriched
STEAP3	Tissue enhanced
STIM1	Expressed in all
STIM2	Expressed in all
STIP1	Expressed in all
STK10	Expressed in all
STK11	Expressed in all
STK11IP	Expressed in all
STK16	Expressed in all
STK17A	Expressed in all
STK17B	Tissue enhanced
STK19	Expressed in all
STK24	Expressed in all
STK25	Expressed in all
STK3	Expressed in all
STK31	Tissue enriched
STK32A	Tissue enhanced
STK32B	Tissue enhanced
STK32C	Expressed in all
STK33	Tissue enhanced
STK35	Expressed in all
STK36	Expressed in all
STK38	Expressed in all
STK38L	Expressed in all
STK4	Expressed in all
STK40	Expressed in all
STMN1	Expressed in all
STMN2	Group enriched
STMN3	Tissue enhanced
STMN4	Tissue enriched
STMND1	Tissue enhanced
STOM	Expressed in all
STOML1	Expressed in all
STOML2	Expressed in all
STOML3	Tissue enriched
STOX1	Tissue enhanced
STPG1	Tissue enhanced
STPG2	Tissue enhanced
STRA13	Expressed in all
STRA6	Tissue enhanced
STRADA	Expressed in all
STRADB	Expressed in all
STRAP	Expressed in all
STRBP	Expressed in all
STRC	Tissue enhanced
STRIP1	Expressed in all
STRIP2	Tissue enhanced
STRN	Expressed in all
STRN3	Expressed in all
STRN4	Expressed in all
STS	Tissue enhanced
STT3A	Expressed in all
STT3B	Expressed in all
STUB1	Expressed in all
STX10	Expressed in all
STX11	Tissue enhanced
STX12	Expressed in all
STX16	Expressed in all
STX16-NPEPL1	Expressed in all
STX17	Expressed in all
STX18	Expressed in all
STX19	Tissue enhanced
STX1A	Tissue enhanced
STX1B	Tissue enriched
STX2	Expressed in all
STX3	Expressed in all
STX4	Expressed in all
STX5	Expressed in all
STX6	Expressed in all
STX7	Expressed in all
STX8	Expressed in all
STXBP1	Tissue enriched
STXBP2	Expressed in all
STXBP3	Expressed in all
STXBP5	Expressed in all
STXBP5L	Tissue enhanced
STYX	Expressed in all
STYXL1	Expressed in all
SUB1	Expressed in all
SUCLA2	Expressed in all
SUCLG1	Expressed in all
SUCLG2	Expressed in all
SUCNR1	Tissue enhanced
SUCO	Expressed in all
SUDS3	Expressed in all
SUFU	Expressed in all
SUGCT	Tissue enhanced
SUGP1	Expressed in all
SUGP2	Expressed in all
SUGT1	Expressed in all
SULF1	Tissue enhanced
SULF2	Expressed in all
SULT1A1	Expressed in all
SULT1A2	Group enriched
SULT1A3	Expressed in all
SULT1A4	Expressed in all
SULT1B1	Group enriched
SULT1C2	Tissue enhanced
SULT1C3	Tissue enhanced
SULT1C4	Tissue enhanced
SULT1E1	Group enriched
SULT2A1	Tissue enhanced
SULT2B1	Tissue enhanced
SULT4A1	Tissue enriched
SULT6B1	Tissue enhanced
SUMF1	Expressed in all
SUMF2	Expressed in all
SUMO1	Expressed in all
SUMO2	Expressed in all
SUMO3	Expressed in all
SUN1	Expressed in all
SUN2	Expressed in all
SUN3	Tissue enriched
SUN5	Tissue enriched
SUOX	Expressed in all
SUPT16H	Expressed in all
SUPT20H	Expressed in all
SUPT3H	Expressed in all
SUPT4H1	Expressed in all
SUPT5H	Expressed in all
SUPT6H	Expressed in all
SUPT7L	Expressed in all
SUPV3L1	Expressed in all
SURF1	Expressed in all
SURF2	Expressed in all
SURF4	Expressed in all
SURF6	Expressed in all
SUSD2	Tissue enhanced
SUSD3	Tissue enhanced
SUSD4	Tissue enhanced
SUV39H2	Tissue enriched
SUV420H1	Expressed in all
SUV420H2	Expressed in all
SUZ12	Expressed in all
SV2A	Tissue enriched
SV2B	Tissue enriched
SV2C	Tissue enhanced
SVEP1	Group enriched
SVIL	Expressed in all
SVIP	Expressed in all
SVOP	Tissue enriched
SWAP70	Expressed in all
SWI5	Expressed in all
SWT1	Tissue enriched
SYAP1	Expressed in all
SYBU	Tissue enhanced
SYCE1	Tissue enriched
SYCE1L	Tissue enhanced
SYCE2	Tissue enriched
SYCE3	Tissue enriched
SYCN	Tissue enriched
SYCP1	Tissue enriched
SYCP2	Tissue enriched
SYCP2L	Tissue enhanced
SYCP3	Tissue enriched
SYF2	Expressed in all
SYMPK	Expressed in all
SYN1	Tissue enriched
SYN3	Tissue enhanced
SYNCRIP	Expressed in all
SYNDIG1	Tissue enhanced
SYNE1	Expressed in all
SYNE2	Expressed in all
SYNGR1	Expressed in all
SYNGR2	Expressed in all
SYNGR3	Group enriched
SYNGR4	Tissue enriched
SYNJ1	Expressed in all
SYNJ2	Expressed in all
SYNJ2BP	Expressed in all
SYNM	Tissue enhanced
SYNPO	Tissue enhanced
SYNPO2	Tissue enhanced
SYNPO2L	Group enriched
SYNPR	Group enriched
SYNRG	Expressed in all
SYP	Tissue enriched
SYPL1	Expressed in all
SYPL2	Tissue enriched
SYS1	Expressed in all
SYT1	Tissue enriched
SYT10	Tissue enhanced
SYT11	Tissue enriched
SYT12	Tissue enhanced
SYT13	Tissue enhanced
SYT14	Group enriched
SYT15	Tissue enhanced
SYT16	Tissue enhanced
SYT17	Tissue enhanced
SYT2	Tissue enhanced
SYT3	Tissue enriched
SYT4	Group enriched
SYT5	Tissue enriched
SYT6	Tissue enhanced
SYT7	Tissue enhanced
SYT8	Tissue enhanced
SYT9	Tissue enhanced
SYTL2	Expressed in all
SYTL4	Expressed in all
SYTL5	Tissue enhanced
SYVN1	Expressed in all
SZRD1	Expressed in all
SZT2	Expressed in all
TAAR1	Tissue enriched
TAB1	Expressed in all
TAB2	Expressed in all
TAB3	Expressed in all
TAC1	Tissue enhanced
TAC3	Tissue enriched
TACC1	Expressed in all
TACC3	Expressed in all
TACO1	Expressed in all
TACR2	Tissue enhanced
TACSTD2	Tissue enhanced
TADA1	Expressed in all
TADA2A	Expressed in all
TADA2B	Expressed in all
TADA3	Expressed in all
TAF1	Expressed in all
TAF10	Expressed in all
TAF11	Expressed in all
TAF12	Expressed in all
TAF13	Expressed in all
TAF15	Expressed in all
TAF1B	Expressed in all
TAF1C	Expressed in all
TAF1D	Expressed in all
TAF2	Expressed in all
TAF3	Expressed in all
TAF4	Expressed in all
TAF5L	Expressed in all
TAF6	Expressed in all
TAF6L	Expressed in all
TAF7	Expressed in all
TAF7L	Tissue enriched
TAF8	Expressed in all
TAF9	Expressed in all
TAF9B	Expressed in all
TAGAP	Tissue enhanced
TAGLN	Expressed in all
TAGLN2	Expressed in all
TAGLN3	Tissue enriched
TAL1	Tissue enhanced
TAL2	Group enriched
TALDO1	Expressed in all
TAMM41	Expressed in all
TANGO2	Expressed in all
TANGO6	Expressed in all
TANK	Expressed in all
TAOK1	Expressed in all
TAOK2	Expressed in all
TAOK3	Expressed in all
TAP1	Expressed in all
TAP2	Expressed in all
TAPBP	Expressed in all
TAPBPL	Expressed in all
TAPT1	Expressed in all
TARBP1	Expressed in all
TARBP2	Expressed in all
TARDBP	Expressed in all
TARM1	Tissue enriched
TARS	Expressed in all
TARS2	Expressed in all
TARSL2	Expressed in all
TAS1R1	Tissue enhanced
TAS1R3	Tissue enhanced
TAS2R1	Tissue enriched
TASP1	Expressed in all
TAT	Tissue enriched
TATDN1	Expressed in all
TATDN2	Expressed in all
TATDN3	Expressed in all
TAX1BP1	Expressed in all
TAX1BP3	Expressed in all
TAZ	Expressed in all
TBATA	Tissue enriched
TBC1D1	Expressed in all
TBC1D10A	Expressed in all
TBC1D10B	Expressed in all
TBC1D10C	Tissue enhanced
TBC1D13	Expressed in all
TBC1D14	Expressed in all
TBC1D15	Expressed in all
TBC1D17	Expressed in all
TBC1D19	Expressed in all
TBC1D20	Expressed in all
TBC1D21	Tissue enriched
TBC1D22A	Expressed in all
TBC1D22B	Expressed in all
TBC1D23	Expressed in all
TBC1D24	Expressed in all
TBC1D25	Expressed in all
TBC1D26	Tissue enriched
TBC1D28	Tissue enriched
TBC1D29	Tissue enriched
TBC1D2B	Expressed in all
TBC1D3	Expressed in all
TBC1D31	Expressed in all
TBC1D3F	Expressed in all
TBC1D3G	Expressed in all
TBC1D4	Expressed in all
TBC1D5	Expressed in all
TBC1D7	Expressed in all
TBC1D8	Expressed in all
TBC1D9	Expressed in all
TBC1D9B	Expressed in all
TBCA	Expressed in all
TBCB	Expressed in all
TBCC	Expressed in all
TBCCD1	Expressed in all
TBCD	Expressed in all
TBCE	Expressed in all
TBCEL	Expressed in all
TBCK	Expressed in all
TBK1	Expressed in all
TBKBP1	Expressed in all
TBL1X	Expressed in all
TBL1XR1	Expressed in all
TBL1Y	Tissue enriched
TBL2	Tissue enriched
TBL3	Expressed in all
TBP	Expressed in all
TBPL1	Tissue enriched
TBR1	Tissue enriched
TBRG1	Expressed in all
TBRG4	Expressed in all
TBX1	Tissue enhanced
TBX10	Group enriched
TBX15	Group enriched
TBX2	Tissue enhanced
TBX20	Tissue enriched
TBX21	Tissue enhanced
TBX22	Group enriched
TBX3	Tissue enhanced
TBX4	Tissue enhanced
TBX5	Group enriched
TC2N	Expressed in all
TCAIM	Expressed in all
TCAP	Group enriched
TCEA1	Expressed in all
TCEA2	Expressed in all
TCEA3	Tissue enhanced
TCEAL1	Expressed in all
TCEAL2	Tissue enhanced
TCEAL3	Expressed in all
TCEAL4	Expressed in all
TCEAL5	Tissue enhanced
TCEAL6	Tissue enhanced
TCEAL7	Tissue enhanced
TCEAL8	Expressed in all
TCEB1	Expressed in all
TCEB2	Expressed in all
TCEB3	Expressed in all
TCEB3B	Tissue enriched
TCERG1	Expressed in all
TCERG1L	Tissue enriched
TCF12	Expressed in all
TCF15	Tissue enhanced
TCF19	Expressed in all
TCF20	Expressed in all
TCF23	Tissue enhanced
TCF24	Tissue enhanced
TCF25	Expressed in all
TCF3	Expressed in all
TCF4	Expressed in all
TCF7	Tissue enhanced
TCF7L2	Expressed in all
TCFL5	Expressed in all
TCHH	Tissue enhanced
TCHP	Expressed in all
TCIRG1	Expressed in all
TCL1A	Tissue enhanced
TCL1B	Tissue enhanced
TCN1	Tissue enhanced
TCN2	Expressed in all
TCOF1	Expressed in all
TCP1	Expressed in all
TCP10	Tissue enriched
TCP10L	Tissue enriched
TCP10L2	Tissue enriched
TCP11	Tissue enriched
TCP11L1	Expressed in all
TCP11L2	Expressed in all
TCTA	Expressed in all
TCTE1	Group enriched
TCTE3	Tissue enriched
TCTEX1D1	Group enriched
TCTEX1D2	Tissue enhanced
TCTEX1D4	Tissue enhanced
TCTN1	Expressed in all
TCTN3	Expressed in all
TDG	Expressed in all
TDGF1	Tissue enhanced
TDO2	Tissue enriched
TDP2	Expressed in all
TDRD1	Tissue enriched
TDRD10	Tissue enriched
TDRD12	Tissue enriched
TDRD15	Tissue enriched
TDRD3	Expressed in all
TDRD5	Tissue enriched
TDRD6	Tissue enriched
TDRD7	Expressed in all
TDRD9	Group enriched
TDRKH	Expressed in all
TEAD4	Tissue enhanced
TECPR1	Expressed in all
TECPR2	Expressed in all
TECR	Expressed in all
TECRL	Tissue enriched
TEFM	Expressed in all
TEKT1	Group enriched
TEKT2	Group enriched
TEKT3	Tissue enhanced
TEKT4	Group enriched
TEKT5	Tissue enriched
TELO2	Expressed in all
TEN1	Expressed in all
TENM2	Tissue enriched
TENM3	Tissue enhanced
TENM4	Tissue enhanced
TEP1	Expressed in all
TEPP	Tissue enhanced
TERF1	Expressed in all
TERF2	Expressed in all
TERF2IP	Expressed in all
TERT	Tissue enhanced
TES	Expressed in all
TESC	Expressed in all
TESK1	Expressed in all
TESK2	Expressed in all
TESPA1	Tissue enhanced
TET2	Expressed in all
TEX10	Expressed in all
TEX101	Tissue enriched
TEX11	Group enriched
TEX12	Tissue enriched
TEX13A	Tissue enriched
TEX14	Tissue enriched
TEX15	Group enriched
TEX19	Tissue enriched
TEX2	Expressed in all
TEX22	Tissue enriched
TEX26	Tissue enriched
TEX261	Expressed in all
TEX264	Expressed in all
TEX28	Tissue enriched
TEX28P1	Tissue enriched
TEX28P2	Tissue enriched
TEX29	Tissue enriched
TEX30	Tissue enriched
TEX33	Tissue enriched
TEX35	Tissue enriched
TEX36	Tissue enriched
TEX37	Tissue enriched
TEX38	Tissue enriched
TEX40	Tissue enriched
TF	Tissue enriched
TFAM	Expressed in all
TFAP2A	Tissue enhanced
TFAP2B	Group enriched
TFAP2C	Tissue enhanced
TFAP2E	Tissue enhanced
TFAP4	Expressed in all
TFB1M	Expressed in all
TFB2M	Expressed in all
TFCP2	Expressed in all
TFCP2L1	Tissue enhanced
TFDP1	Expressed in all
TFDP2	Expressed in all
TFDP3	Tissue enriched
TFE3	Expressed in all
TFEB	Expressed in all
TFEC	Tissue enhanced
TFF1	Tissue enriched
TFF2	Group enriched
TFF3	Tissue enhanced
TFG	Expressed in all
TFIP11	Expressed in all
TFPI	Expressed in all
TFPI2	Tissue enriched
TFPT	Expressed in all
TFR2	Tissue enriched
TFRC	Expressed in all
TG	Tissue enriched
TGDS	Expressed in all
TGFB1	Expressed in all
TGFB1I1	Expressed in all
TGFB3	Expressed in all
TGFBI	Expressed in all
TGFBR1	Expressed in all
TGFBR2	Expressed in all
TGFBR3	Expressed in all
TGFBR3L	Tissue enhanced
TGFBRAP1	Expressed in all
TGIF1	Expressed in all
TGIF2LX	Tissue enriched
TGIF2LY	Tissue enriched
TGM1	Tissue enriched
TGM3	Tissue enriched
TGM4	Tissue enriched
TGM5	Tissue enhanced
TGM7	Group enriched
TGOLN2	Expressed in all
TGS1	Expressed in all
TH	Tissue enriched
THADA	Expressed in all
THAP1	Expressed in all
THAP11	Expressed in all
THAP2	Expressed in all
THAP3	Expressed in all
THAP4	Expressed in all
THAP5	Expressed in all
THAP6	Expressed in all
THAP7	Expressed in all
THAP9	Expressed in all
THBD	Expressed in all
THBS2	Tissue enhanced
THBS3	Expressed in all
THBS4	Group enriched
THEG	Tissue enriched
THEGL	Tissue enriched
THEM4	Expressed in all
THEM5	Tissue enriched
THEM6	Expressed in all
THEMIS	Tissue enhanced
THEMIS2	Expressed in all
THG1L	Expressed in all
THOC1	Expressed in all
THOC2	Expressed in all
THOC3	Expressed in all
THOC5	Expressed in all
THOC6	Expressed in all
THOC7	Expressed in all
THOP1	Expressed in all
THPO	Tissue enriched
THRA	Expressed in all
THRAP3	Expressed in all
THRSP	Tissue enhanced
THSD4	Tissue enhanced
THSD7A	Tissue enhanced
THTPA	Expressed in all
THUMPD1	Expressed in all
THUMPD2	Expressed in all
THUMPD3	Expressed in all
THY1	Tissue enhanced
THYN1	Expressed in all
TIA1	Expressed in all
TIAF1	Tissue enhanced
TIAL1	Expressed in all
TIAM2	Expressed in all
TICAM1	Expressed in all
TIE1	Expressed in all
TIFA	Expressed in all
TIFAB	Tissue enhanced
TIGD3	Tissue enhanced
TIGD4	Tissue enhanced
TIGIT	Tissue enhanced
TIMD4	Tissue enhanced
TIMELESS	Expressed in all
TIMM10	Expressed in all
TIMM10B	Expressed in all
TIMM13	Expressed in all
TIMM17A	Expressed in all
TIMM17B	Expressed in all
TIMM21	Expressed in all
TIMM22	Expressed in all
TIMM23	Expressed in all
TIMM23B	Expressed in all
TIMM44	Expressed in all
TIMM50	Expressed in all
TIMM8A	Expressed in all
TIMM8B	Expressed in all
TIMM9	Expressed in all
TIMMDC1	Expressed in all
TIMP1	Expressed in all
TIMP2	Expressed in all
TIMP4	Tissue enriched
TINAG	Tissue enriched
TINAGL1	Tissue enhanced
TINF2	Expressed in all
TIPARP	Expressed in all
TIPIN	Expressed in all
TIPRL	Expressed in all
TIRAP	Expressed in all
TJAP1	Expressed in all
TJP2	Expressed in all
TK2	Expressed in all
TKT	Expressed in all
TKTL1	Tissue enriched
TKTL2	Tissue enriched
TLE1	Expressed in all
TLE2	Expressed in all
TLE3	Expressed in all
TLE4	Expressed in all
TLK1	Expressed in all
TLK2	Expressed in all
TLN1	Expressed in all
TLN2	Tissue enhanced
TLR10	Group enriched
TLR2	Tissue enhanced
TLR4	Expressed in all
TLR8	Tissue enhanced
TLR9	Tissue enhanced
TLX1	Group enriched
TLX1NB	Tissue enhanced
TLX2	Tissue enhanced
TM2D1	Expressed in all
TM2D2	Expressed in all
TM2D3	Expressed in all
TM4SF1	Expressed in all
TM4SF19	Tissue enhanced
TM4SF20	Group enriched
TM4SF4	Group enriched
TM4SF5	Tissue enhanced
TM6SF2	Tissue enhanced
TM7SF2	Expressed in all
TM7SF3	Expressed in all
TM9SF1	Expressed in all
TM9SF2	Expressed in all
TM9SF3	Expressed in all
TM9SF4	Expressed in all
TMA16	Expressed in all
TMA7	Expressed in all
TMBIM1	Expressed in all
TMBIM4	Expressed in all
TMBIM6	Expressed in all
TMC1	Tissue enhanced
TMC5	Tissue enhanced
TMC6	Expressed in all
TMC7	Tissue enhanced
TMC8	Tissue enhanced
TMCC1	Expressed in all
TMCC2	Group enriched
TMCC3	Expressed in all
TMCO1	Expressed in all
TMCO2	Tissue enriched
TMCO3	Expressed in all
TMCO4	Expressed in all
TMCO5A	Tissue enriched
TMCO6	Expressed in all
TMED1	Expressed in all
TMED10	Expressed in all
TMED2	Expressed in all
TMED3	Expressed in all
TMED4	Expressed in all
TMED5	Expressed in all
TMED6	Tissue enhanced
TMED7	Expressed in all
TMED9	Expressed in all
TMEFF1	Tissue enriched
TMEFF2	Group enriched
TMEM100	Tissue enhanced
TMEM101	Expressed in all
TMEM104	Expressed in all
TMEM105	Tissue enhanced
TMEM106B	Expressed in all
TMEM106C	Expressed in all
TMEM109	Expressed in all
TMEM11	Expressed in all
TMEM110	Expressed in all
TMEM110-MUSTN1	Tissue enhanced
TMEM115	Expressed in all
TMEM116	Expressed in all
TMEM120B	Expressed in all
TMEM121	Tissue enhanced
TMEM123	Expressed in all
TMEM125	Tissue enhanced
TMEM126A	Expressed in all
TMEM126B	Expressed in all
TMEM127	Expressed in all
TMEM128	Expressed in all
TMEM129	Expressed in all
TMEM130	Group enriched
TMEM131	Expressed in all
TMEM132A	Tissue enhanced
TMEM132B	Group enriched
TMEM132C	Tissue enhanced
TMEM132D	Tissue enriched
TMEM132E	Group enriched
TMEM134	Expressed in all
TMEM135	Expressed in all
TMEM138	Expressed in all
TMEM139	Tissue enhanced
TMEM140	Expressed in all
TMEM141	Expressed in all
TMEM143	Expressed in all
TMEM144	Expressed in all
TMEM145	Tissue enhanced
TMEM147	Expressed in all
TMEM14A	Expressed in all
TMEM14B	Expressed in all
TMEM14C	Expressed in all
TMEM150A	Expressed in all
TMEM150B	Tissue enhanced
TMEM151A	Tissue enriched
TMEM151B	Tissue enriched
TMEM154	Tissue enhanced
TMEM155	Tissue enhanced
TMEM156	Tissue enhanced
TMEM158	Tissue enhanced
TMEM159	Expressed in all
TMEM161A	Expressed in all
TMEM161B	Expressed in all
TMEM164	Expressed in all
TMEM165	Expressed in all
TMEM167A	Expressed in all
TMEM167B	Expressed in all
TMEM168	Expressed in all
TMEM169	Tissue enhanced
TMEM170A	Expressed in all
TMEM170B	Tissue enhanced
TMEM171	Tissue enhanced
TMEM173	Expressed in all
TMEM174	Tissue enriched
TMEM175	Expressed in all
TMEM176A	Expressed in all
TMEM176B	Expressed in all
TMEM178A	Tissue enhanced
TMEM178B	Tissue enhanced
TMEM179	Group enriched
TMEM179B	Expressed in all
TMEM18	Expressed in all
TMEM181	Expressed in all
TMEM182	Group enriched
TMEM183A	Expressed in all
TMEM184B	Expressed in all
TMEM184C	Expressed in all
TMEM185A	Expressed in all
TMEM185B	Expressed in all
TMEM186	Expressed in all
TMEM187	Expressed in all
TMEM189	Expressed in all
TMEM19	Expressed in all
TMEM190	Tissue enriched
TMEM192	Expressed in all
TMEM196	Tissue enhanced
TMEM199	Expressed in all
TMEM2	Expressed in all
TMEM200A	Tissue enhanced
TMEM200B	Tissue enhanced
TMEM200C	Tissue enhanced
TMEM202	Tissue enriched
TMEM203	Expressed in all
TMEM205	Expressed in all
TMEM207	Tissue enriched
TMEM208	Expressed in all
TMEM209	Expressed in all
TMEM210	Tissue enriched
TMEM211	Tissue enhanced
TMEM212	Tissue enriched
TMEM213	Group enriched
TMEM214	Expressed in all
TMEM215	Group enriched
TMEM216	Expressed in all
TMEM217	Tissue enhanced
TMEM218	Expressed in all
TMEM219	Expressed in all
TMEM220	Expressed in all
TMEM221	Tissue enhanced
TMEM222	Expressed in all
TMEM223	Expressed in all
TMEM225	Tissue enriched
TMEM229A	Tissue enhanced
TMEM230	Expressed in all
TMEM231	Tissue enriched
TMEM232	Tissue enhanced
TMEM233	Group enriched
TMEM234	Expressed in all
TMEM235	Tissue enriched
TMEM236	Group enriched
TMEM237	Expressed in all
TMEM238	Tissue enhanced
TMEM239	Tissue enriched
TMEM240	Tissue enhanced
TMEM241	Expressed in all
TMEM242	Expressed in all
TMEM243	Expressed in all
TMEM245	Expressed in all
TMEM247	Tissue enriched
TMEM248	Expressed in all
TMEM249	Tissue enriched
TMEM25	Expressed in all
TMEM251	Expressed in all
TMEM252	Tissue enhanced
TMEM253	Group enriched
TMEM254	Expressed in all
TMEM255A	Tissue enhanced
TMEM256	Expressed in all
TMEM256-PLSCR3	Expressed in all
TMEM257	Tissue enriched
TMEM258	Expressed in all
TMEM259	Expressed in all
TMEM26	Tissue enhanced
TMEM260	Expressed in all
TMEM261	Expressed in all
TMEM262	Tissue enriched
TMEM27	Tissue enriched
TMEM30A	Expressed in all
TMEM30C	Tissue enriched
TMEM31	Tissue enriched
TMEM33	Expressed in all
TMEM35	Tissue enhanced
TMEM38A	Tissue enriched
TMEM38B	Expressed in all
TMEM39A	Expressed in all
TMEM39B	Expressed in all
TMEM40	Group enriched
TMEM41A	Expressed in all
TMEM41B	Expressed in all
TMEM42	Expressed in all
TMEM43	Expressed in all
TMEM44	Expressed in all
TMEM45A	Tissue enriched
TMEM45B	Tissue enhanced
TMEM5	Expressed in all
TMEM50A	Expressed in all
TMEM50B	Expressed in all
TMEM52	Group enriched
TMEM52B	Tissue enriched
TMEM53	Expressed in all
TMEM54	Tissue enhanced
TMEM55A	Expressed in all
TMEM55B	Expressed in all
TMEM56	Tissue enhanced
TMEM56-RWDD3	Tissue enhanced
TMEM57	Expressed in all
TMEM59	Expressed in all
TMEM59L	Tissue enriched
TMEM60	Expressed in all
TMEM61	Tissue enhanced
TMEM62	Expressed in all
TMEM63A	Expressed in all
TMEM63B	Expressed in all
TMEM63C	Tissue enhanced
TMEM64	Expressed in all
TMEM65	Expressed in all
TMEM66	Expressed in all
TMEM68	Expressed in all
TMEM69	Expressed in all
TMEM70	Expressed in all
TMEM71	Tissue enhanced
TMEM72	Tissue enriched
TMEM74	Tissue enhanced
TMEM74B	Tissue enhanced
TMEM79	Group enriched
TMEM80	Expressed in all
TMEM82	Group enriched
TMEM86B	Expressed in all
TMEM87A	Expressed in all
TMEM87B	Expressed in all
TMEM88B	Tissue enriched
TMEM89	Tissue enriched
TMEM8A	Expressed in all
TMEM8B	Expressed in all
TMEM9	Expressed in all
TMEM91	Expressed in all
TMEM92	Group enriched
TMEM95	Tissue enriched
TMEM97	Expressed in all
TMEM98	Expressed in all
